Registration year,Week number,Week beginning,Births registered
2004,37,9/6/04,1108
2004,36,8/30/04,1028
2004,35,8/23/04,993
2004,34,8/16/04,1115
2004,33,8/9/04,992
2004,32,8/2/04,1047
2004,31,7/26/04,1057
2004,30,7/19/04,1021
2004,29,7/12/04,1046
2004,28,7/5/04,1066
2004,27,6/28/04,1072
2004,26,6/21/04,1049
2004,25,6/14/04,1041
2004,24,6/7/04,1068
2004,23,5/31/04,965
2004,22,5/24/04,991
2004,21,5/17/04,1048
2004,20,5/10/04,1068
2004,19,5/3/04,978
2004,18,4/26/04,1033
2004,17,4/19/04,1083
2004,16,4/12/04,1110
2004,15,4/5/04,851
2004,14,3/29/04,998
2004,13,3/22/04,1072
2004,12,3/15/04,1015
2004,11,3/8/04,946
2004,10,3/1/04,1047
2004,9,2/23/04,1033
2004,8,2/16/04,1001
2004,7,2/9/04,1088
2004,6,2/2/04,1026
2004,5,1/26/04,1036
2004,4,1/19/04,1029
2004,3,1/12/04,1130
2004,2,1/5/04,1411
2004,1,12/29/03,738
2003,52,12/22/03,661
2003,51,12/15/03,1007
2003,50,12/8/03,919
2003,49,12/1/03,976
2003,48,11/24/03,958
2003,47,11/17/03,1049
2003,46,11/10/03,1023
2003,45,11/3/03,959
2003,44,10/27/03,957
2003,43,10/20/03,986
2003,42,10/13/03,1042
2003,41,10/6/03,1024
2003,40,9/29/03,1176
2003,39,9/22/03,1009
2003,38,9/15/03,1015
2003,37,9/8/03,1016
2003,36,9/1/03,981
2003,35,8/25/03,1069
2003,34,8/18/03,1060
2003,33,8/11/03,1072
2003,32,8/4/03,1105
2003,31,7/28/03,992
2003,30,7/21/03,1086
2003,29,7/14/03,1086
2003,28,7/7/03,1073
2003,27,6/30/03,991
2003,26,6/23/03,1031
2003,25,6/16/03,1039
2003,24,6/9/03,984
2003,23,6/2/03,1079
2003,22,5/26/03,1015
2003,21,5/19/03,896
2003,20,5/12/03,1011
2003,19,5/5/03,961
2003,18,4/28/03,1047
2003,17,4/21/03,1072
2003,16,4/14/03,843
2003,15,4/7/03,902
2003,14,3/31/03,986
2003,13,3/24/03,946
2003,12,3/17/03,972
2003,11,3/10/03,972
2003,10,3/3/03,998
2003,9,2/24/03,969
2003,8,2/17/03,1011
2003,7,2/10/03,998
2003,6,2/3/03,1011
2003,5,1/27/03,935
2003,4,1/20/03,954
2003,3,1/13/03,1082
2003,2,1/6/03,1386
2003,1,12/30/02,815
2002,52,12/23/02,636
2002,51,12/16/02,1014
2002,50,12/9/02,1019
2002,49,12/2/02,918
2002,48,11/25/02,941
2002,47,11/18/02,1008
2002,46,11/11/02,1033
2002,45,11/4/02,939
2002,44,10/28/02,1030
2002,43,10/21/02,976
2002,42,10/14/02,1072
2002,41,10/7/02,1063
2002,40,9/30/02,1070
2002,39,9/23/02,1020
2002,38,9/16/02,977
2002,37,9/9/02,992
2002,36,9/2/02,1000
2002,35,8/26/02,970
2002,34,8/19/02,995
2002,33,8/12/02,1052
2002,32,8/5/02,1005
2002,31,7/29/02,982
2002,30,7/22/02,1020
2002,29,7/15/02,989
2002,28,7/8/02,1038
2002,27,7/1/02,1010
2002,26,6/24/02,960
2002,25,6/17/02,1013
2002,24,6/10/02,1049
2002,23,6/3/02,805
2002,22,5/27/02,1052
2002,21,5/20/02,928
2002,20,5/13/02,1001
2002,19,5/6/02,930
2002,18,4/29/02,979
2002,17,4/22/02,946
2002,16,4/15/02,917
2002,15,4/8/02,1047
2002,14,4/1/02,998
2002,13,3/25/02,808
2002,12,3/18/02,954
2002,11,3/11/02,1020
2002,10,3/4/02,1008
2002,9,2/25/02,987
2002,8,2/18/02,885
2002,7,2/11/02,925
2002,6,2/4/02,1010
2002,5,1/28/02,923
2002,4,1/21/02,924
2002,3,1/14/02,986
2002,2,1/7/02,1250
2002,1,12/31/01,917
2001,52,12/24/01,610
2001,51,12/17/01,1064
2001,50,12/10/01,953
2001,49,12/3/01,990
2001,48,11/26/01,1002
2001,47,11/19/01,951
2001,46,11/12/01,943
2001,45,11/5/01,975
2001,44,10/29/01,1036
2001,43,10/22/01,1000
2001,42,10/15/01,1017
2001,41,10/8/01,1066
2001,40,10/1/01,1099
2001,39,9/24/01,1066
2001,38,9/17/01,966
2001,37,9/10/01,1025
2001,36,9/3/01,1011
2001,35,8/27/01,987
2001,34,8/20/01,1060
2001,33,8/13/01,1008
2001,32,8/6/01,949
2001,31,7/30/01,1009
2001,30,7/23/01,997
2001,29,7/16/01,1076
2001,28,7/9/01,988
2001,27,7/2/01,1024
2001,26,6/25/01,948
2001,25,6/18/01,995
2001,24,6/11/01,961
2001,23,6/4/01,988
2001,22,5/28/01,1057
2001,21,5/21/01,964
2001,20,5/14/01,1021
2001,19,5/7/01,970
2001,18,4/30/01,1070
2001,17,4/23/01,1078
2001,16,4/16/01,1030
2001,15,4/9/01,856
2001,14,4/2/01,957
2001,13,3/26/01,1009
2001,12,3/19/01,1012
2001,11,3/12/01,1002
2001,10,3/5/01,1114
2001,9,2/26/01,929
2001,8,2/19/01,1032
2001,7,2/12/01,1056
2001,6,2/5/01,1052
2001,5,1/29/01,1046
2001,4,1/22/01,964
2001,3,1/15/01,1047
2001,2,1/8/01,1138
2001,1,1/1/01,1136
2000,52,12/25/00,594
2000,51,12/18/00,1102
2000,50,12/11/00,944
2000,49,12/4/00,967
2000,48,11/27/00,1041
2000,47,11/20/00,1026
2000,46,11/13/00,955
2000,45,11/6/00,977
2000,44,10/30/00,1000
2000,43,10/23/00,988
2000,42,10/16/00,996
2000,41,10/9/00,1089
2000,40,10/2/00,1104
2000,39,9/25/00,1077
2000,38,9/18/00,1015
2000,37,9/11/00,1008
2000,36,9/4/00,1087
2000,35,8/28/00,1000
2000,34,8/21/00,1017
2000,33,8/14/00,1004
2000,32,8/7/00,974
2000,31,7/31/00,1086
2000,30,7/24/00,1055
2000,29,7/17/00,1009
2000,28,7/10/00,1051
2000,27,7/3/00,1009
2000,26,6/26/00,952
2000,25,6/19/00,1030
2000,24,6/12/00,980
2000,23,6/5/00,1071
2000,22,5/29/00,1100
2000,21,5/22/00,958
2000,20,5/15/00,1030
2000,19,5/8/00,1075
2000,18,5/1/00,1016
2000,17,4/24/00,1084
2000,16,4/17/00,879
2000,15,4/10/00,1016
2000,14,4/3/00,1001
2000,13,3/27/00,995
2000,12,3/20/00,1098
2000,11,3/13/00,1041
2000,10,3/6/00,1042
2000,9,2/28/00,1039
2000,8,2/21/00,1010
2000,7,2/14/00,968
2000,6,2/7/00,1050
2000,5,1/31/00,1009
2000,4,1/24/00,1007
2000,3,1/17/00,1053
2000,2,1/10/00,1251
2000,1,1/3/00,1145
1999,52,12/27/99,640
1999,51,12/20/99,999
1999,50,12/13/99,999
1999,49,12/6/99,1000
1999,48,11/29/99,1029
1999,47,11/22/99,968
1999,46,11/15/99,1020
1999,45,11/8/99,1098
1999,44,11/1/99,1009
1999,43,10/25/99,1039
1999,42,10/18/99,1032
1999,41,10/11/99,1094
1999,40,10/4/99,1124
1999,39,9/27/99,1050
1999,38,9/20/99,1008
1999,37,9/13/99,1081
1999,36,9/6/99,1052
1999,35,8/30/99,1103
1999,34,8/23/99,1090
1999,33,8/16/99,1085
1999,32,8/9/99,1055
1999,31,8/2/99,1078
1999,30,7/26/99,1043
1999,29,7/19/99,1050
1999,28,7/12/99,1090
1999,27,7/5/99,1106
1999,26,6/28/99,1095
1999,25,6/21/99,1104
1999,24,6/14/99,1055
1999,23,6/7/99,1072
1999,22,5/31/99,1054
1999,21,5/24/99,1030
1999,20,5/17/99,1047
1999,19,5/10/99,1116
1999,18,5/3/99,1053
1999,17,4/26/99,1070
1999,16,4/19/99,1110
1999,15,4/12/99,1132
1999,14,4/5/99,1146
1999,13,3/29/99,985
1999,12,3/22/99,1049
1999,11,3/15/99,1077
1999,10,3/8/99,1036
1999,9,3/1/99,1053
1999,8,2/22/99,1085
1999,7,2/15/99,1085
1999,6,2/8/99,1038
1999,5,2/1/99,1079
1999,4,1/25/99,997
1999,3,1/18/99,1045
1999,2,1/11/99,1154
1999,1,1/4/99,1439
1998,53,12/28/98,807
1998,52,12/21/98,888
1998,51,12/14/98,1040
1998,50,12/7/98,1037
1998,49,11/30/98,1025
1998,48,11/23/98,1080
1998,47,11/16/98,1049
1998,46,11/9/98,1020
1998,45,11/2/98,1097
1998,44,10/26/98,1075
1998,43,10/19/98,1176
1998,42,10/12/98,1182
1998,41,10/5/98,1136
1998,40,9/28/98,1211
1998,39,9/21/98,1091
1998,38,9/14/98,1106
1998,37,9/7/98,1157
1998,36,8/31/98,1135
1998,35,8/24/98,1117
1998,34,8/17/98,1158
1998,33,8/10/98,1132
1998,32,8/3/98,1107
1998,31,7/27/98,1105
1998,30,7/20/98,1113
1998,29,7/13/98,1090
1998,28,7/6/98,1186
1998,27,6/29/98,1129
1998,26,6/22/98,1192
1998,25,6/15/98,1112
1998,24,6/8/98,1076
1998,23,6/1/98,1047
1998,22,5/25/98,1022
1998,21,5/18/98,1032
1998,20,5/11/98,1153
1998,19,5/4/98,1040
1998,18,4/27/98,1108
1998,17,4/20/98,1174
1998,16,4/13/98,1248
1998,15,4/6/98,960
1998,14,3/30/98,1041
1998,13,3/23/98,1103
1998,12,3/16/98,1156
1998,11,3/9/98,1084
1998,10,3/2/98,1090
1998,9,2/23/98,1004
1998,8,2/16/98,1189
1998,7,2/9/98,1033
1998,6,2/2/98,1081
1998,5,1/26/98,1109
1998,4,1/19/98,1080
1998,3,1/12/98,1201
1998,2,1/5/98,1524
1998,1,12/29/97,896
1997,52,12/22/97,863
1997,51,12/15/97,1028
1997,50,12/8/97,1061
1997,49,12/1/97,1058
1997,48,11/24/97,1095
1997,47,11/17/97,1121
1997,46,11/10/97,1125
1997,45,11/3/97,1022
1997,44,10/27/97,1121
1997,43,10/20/97,1086
1997,42,10/13/97,1150
1997,41,10/6/97,1241
1997,40,9/29/97,1213
1997,39,9/22/97,1148
1997,38,9/15/97,1099
1997,37,9/8/97,1129
1997,36,9/1/97,1143
1997,35,8/25/97,1147
1997,34,8/18/97,1113
1997,33,8/11/97,1151
1997,32,8/4/97,1230
1997,31,7/28/97,1178
1997,30,7/21/97,1159
1997,29,7/14/97,1157
1997,28,7/7/97,1160
1997,27,6/30/97,1173
1997,26,6/23/97,1127
1997,25,6/16/97,1141
1997,24,6/9/97,1175
1997,23,6/2/97,1216
1997,22,5/26/97,1112
1997,21,5/19/97,1055
1997,20,5/12/97,1198
1997,19,5/5/97,1093
1997,18,4/28/97,1214
1997,17,4/21/97,1131
1997,16,4/14/97,1182
1997,15,4/7/97,1167
1997,14,3/31/97,1335
1997,13,3/24/97,911
1997,12,3/17/97,1126
1997,11,3/10/97,1161
1997,10,3/3/97,1106
1997,9,2/24/97,1177
1997,8,2/17/97,1125
1997,7,2/10/97,1153
1997,6,2/3/97,1128
1997,5,1/27/97,1107
1997,4,1/20/97,1157
1997,3,1/13/97,1158
1997,2,1/6/97,1599
1997,1,12/30/96,1031
1996,52,12/23/96,743
1996,51,12/16/96,1156
1996,50,12/9/96,1120
1996,49,12/2/96,1113
1996,48,11/25/96,1206
1996,47,11/18/96,1088
1996,46,11/11/96,1127
1996,45,11/4/96,1135
1996,44,10/28/96,1152
1996,43,10/21/96,1242
1996,42,10/14/96,1268
1996,41,10/7/96,1303
1996,40,9/30/96,1244
1996,39,9/23/96,1152
1996,38,9/16/96,1196
1996,37,9/9/96,1106
1996,36,9/2/96,1056
1996,35,8/26/96,1139
1996,34,8/19/96,1229
1996,33,8/12/96,1138
1996,32,8/5/96,1256
1996,31,7/29/96,1142
1996,30,7/22/96,1206
1996,29,7/15/96,1137
1996,28,7/8/96,1093
1996,27,7/1/96,1079
1996,26,6/24/96,1131
1996,25,6/17/96,1122
1996,24,6/10/96,1127
1996,23,6/3/96,1103
1996,22,5/27/96,1045
1996,21,5/20/96,1025
1996,20,5/13/96,1086
1996,19,5/6/96,1052
1996,18,4/29/96,1153
1996,17,4/22/96,1097
1996,16,4/15/96,1119
1996,15,4/8/96,1213
1996,14,4/1/96,967
1996,13,3/25/96,1124
1996,12,3/18/96,1034
1996,11,3/11/96,977
1996,10,3/4/96,1105
1996,9,2/26/96,1145
1996,8,2/19/96,1112
1996,7,2/12/96,1201
1996,6,2/5/96,989
1996,5,1/29/96,1161
1996,4,1/22/96,1028
1996,3,1/15/96,1128
1996,2,1/8/96,1303
1996,1,1/1/96,1222
1995,52,12/25/95,771
1995,51,12/18/95,1188
1995,50,12/11/95,1029
1995,49,12/4/95,1072
1995,48,11/27/95,1189
1995,47,11/20/95,1211
1995,46,11/13/95,1160
1995,45,11/6/95,1132
1995,44,10/30/95,1138
1995,43,10/23/95,1153
1995,42,10/16/95,1254
1995,41,10/9/95,1250
1995,40,10/2/95,1277
1995,39,9/25/95,1244
1995,38,9/18/95,1115
1995,37,9/11/95,1105
1995,36,9/4/95,1107
1995,35,8/28/95,1160
1995,34,8/21/95,1112
1995,33,8/14/95,1247
1995,32,8/7/95,1123
1995,31,7/31/95,1196
1995,30,7/24/95,1191
1995,29,7/17/95,1156
1995,28,7/10/95,1190
1995,27,7/3/95,1220
1995,26,6/26/95,1199
1995,25,6/19/95,1169
1995,24,6/12/95,1141
1995,23,6/5/95,1105
1995,22,5/29/95,1191
1995,21,5/22/95,1008
1995,20,5/15/95,1222
1995,19,5/8/95,1119
1995,18,5/1/95,1164
1995,17,4/24/95,1241
1995,16,4/17/95,1275
1995,15,4/10/95,972
1995,14,4/3/95,1132
1995,13,3/27/95,1183
1995,12,3/20/95,1166
1995,11,3/13/95,1132
1995,10,3/6/95,1158
1995,9,2/27/95,1090
1995,8,2/20/95,1170
1995,7,2/13/95,1106
1995,6,2/6/95,1180
1995,5,1/30/95,1143
1995,4,1/23/95,1057
1995,3,1/16/95,1154
1995,2,1/9/95,1327
1995,1,1/2/95,1256
1994,52,12/26/94,852
1994,51,12/19/94,1182
1994,50,12/12/94,1105
1994,49,12/5/94,1100
1994,48,11/28/94,1133
1994,47,11/21/94,1115
1994,46,11/14/94,1138
1994,45,11/7/94,1154
1994,44,10/31/94,1191
1994,43,10/24/94,1220
1994,42,10/17/94,1203
1994,41,10/10/94,1282
1994,40,10/3/94,1266
1994,39,9/26/94,1252
1994,38,9/19/94,1122
1994,37,9/12/94,1121
1994,36,9/5/94,1170
1994,35,8/29/94,1125
1994,34,8/22/94,1116
1994,33,8/15/94,1166
1994,32,8/8/94,1233
1994,31,8/1/94,1135
1994,30,7/25/94,1264
1994,29,7/18/94,1214
1994,28,7/11/94,1179
1994,27,7/4/94,1232
1994,26,6/27/94,1152
1994,25,6/20/94,1246
1994,24,6/13/94,1258
1994,23,6/6/94,1213
1994,22,5/30/94,1222
1994,21,5/23/94,1101
1994,20,5/16/94,1207
1994,19,5/9/94,1243
1994,18,5/2/94,1154
1994,17,4/25/94,1237
1994,16,4/18/94,1219
1994,15,4/11/94,1264
1994,14,4/4/94,1248
1994,13,3/28/94,1069
1994,12,3/21/94,1179
1994,11,3/14/94,1170
1994,10,3/7/94,1244
1994,9,2/28/94,1215
1994,8,2/21/94,1212
1994,7,2/14/94,1129
1994,6,2/7/94,1209
1994,5,1/31/94,1195
1994,4,1/24/94,1178
1994,3,1/17/94,1163
1994,2,1/10/94,1339
1994,1,1/3/94,1320
1993,52,12/27/93,894
1993,51,12/20/93,1112
1993,50,12/13/93,1144
1993,49,12/6/93,1037
1993,48,11/29/93,1129
1993,47,11/22/93,1188
1993,46,11/15/93,1159
1993,45,11/8/93,1181
1993,44,11/1/93,1130
1993,43,10/25/93,1252
1993,42,10/18/93,1300
1993,41,10/11/93,1265
1993,40,10/4/93,1384
1993,39,9/27/93,1339
1993,38,9/20/93,1182
1993,37,9/13/93,1179
1993,36,9/6/93,1242
1993,35,8/30/93,1240
1993,34,8/23/93,1279
1993,33,8/16/93,1235
1993,32,8/9/93,1216
1993,31,8/2/93,1267
1993,30,7/26/93,1344
1993,29,7/19/93,1208
1993,28,7/12/93,1210
1993,27,7/5/93,1302
1993,26,6/28/93,1270
1993,25,6/21/93,1206
1993,24,6/14/93,1223
1993,23,6/7/93,1213
1993,22,5/31/93,1114
1993,21,5/24/93,1289
1993,20,5/17/93,1177
1993,19,5/10/93,1213
1993,18,5/3/93,1137
1993,17,4/26/93,1241
1993,16,4/19/93,1202
1993,15,4/12/93,1340
1993,14,4/5/93,1039
1993,13,3/29/93,1228
1993,12,3/22/93,1250
1993,11,3/15/93,1199
1993,10,3/8/93,1235
1993,9,3/1/93,1228
1993,8,2/22/93,1196
1993,7,2/15/93,1189
1993,6,2/8/93,1136
1993,5,2/1/93,1262
1993,4,1/25/93,1268
1993,3,1/18/93,1322
1993,2,1/11/93,1207
1993,1,1/4/93,1536
1992,53,12/28/92,965
1992,52,12/21/92,1028
1992,51,12/14/92,1192
1992,50,12/7/92,1150
1992,49,11/30/92,1210
1992,48,11/23/92,1187
1992,47,11/16/92,1161
1992,46,11/9/92,1226
1992,45,11/2/92,1244
1992,44,10/26/92,1278
1992,43,10/19/92,1185
1992,42,10/12/92,1249
1992,41,10/5/92,1327
1992,40,9/28/92,1360
1992,39,9/21/92,1226
1992,38,9/14/92,1247
1992,37,9/7/92,1307
1992,36,8/31/92,1300
1992,35,8/24/92,1289
1992,34,8/17/92,1206
1992,33,8/10/92,1276
1992,32,8/3/92,1264
1992,31,7/27/92,1365
1992,30,7/20/92,1274
1992,29,7/13/92,1361
1992,28,7/6/92,1301
1992,27,6/29/92,1262
1992,26,6/22/92,1238
1992,25,6/15/92,1334
1992,24,6/8/92,1221
1992,23,6/1/92,1334
1992,22,5/25/92,1262
1992,21,5/18/92,1100
1992,20,5/11/92,1386
1992,19,5/4/92,1168
1992,18,4/27/92,1261
1992,17,4/20/92,1439
1992,16,4/13/92,1170
1992,15,4/6/92,1274
1992,14,3/30/92,1199
1992,13,3/23/92,1316
1992,12,3/16/92,1321
1992,11,3/9/92,1238
1992,10,3/2/92,1249
1992,9,2/24/92,1198
1992,8,2/17/92,1242
1992,7,2/10/92,1232
1992,6,2/3/92,1252
1992,5,1/27/92,1281
1992,4,1/20/92,1250
1992,3,1/13/92,1273
1992,2,1/6/92,1679
1992,1,12/30/91,1146
1991,52,12/23/91,931
1991,51,12/16/91,1246
1991,50,12/9/91,1172
1991,49,12/2/91,1217
1991,48,11/25/91,1253
1991,47,11/18/91,1303
1991,46,11/11/91,1180
1991,45,11/4/91,1223
1991,44,10/28/91,1235
1991,43,10/21/91,1277
1991,42,10/14/91,1355
1991,41,10/7/91,1395
1991,40,9/30/91,1417
1991,39,9/23/91,1305
1991,38,9/16/91,1300
1991,37,9/9/91,1278
1991,36,9/2/91,1304
1991,35,8/26/91,1300
1991,34,8/19/91,1267
1991,33,8/12/91,1328
1991,32,8/5/91,1339
1991,31,7/29/91,1317
1991,30,7/22/91,1266
1991,29,7/15/91,1374
1991,28,7/8/91,1406
1991,27,7/1/91,1307
1991,26,6/24/91,1319
1991,25,6/17/91,1325
1991,24,6/10/91,1280
1991,23,6/3/91,1316
1991,22,5/27/91,1255
1991,21,5/20/91,1180
1991,20,5/13/91,1321
1991,19,5/6/91,1216
1991,18,4/29/91,1261
1991,17,4/22/91,1295
1991,16,4/15/91,1280
1991,15,4/8/91,1279
1991,14,4/1/91,1302
1991,13,3/25/91,1129
1991,12,3/18/91,1331
1991,11,3/11/91,1340
1991,10,3/4/91,1268
1991,9,2/25/91,1353
1991,8,2/18/91,1238
1991,7,2/11/91,1306
1991,6,2/4/91,1198
1991,5,1/28/91,1263
1991,4,1/21/91,1274
1991,3,1/14/91,1283
1991,2,1/7/91,1515
1991,1,12/31/90,1167
1990,52,12/24/90,835
1990,51,12/17/90,1307
1990,50,12/10/90,1164
1990,49,12/3/90,1208
1990,48,11/26/90,1300
1990,47,11/19/90,1258
1990,46,11/12/90,1206
1990,45,11/5/90,1238
1990,44,10/29/90,1256
1990,43,10/22/90,1326
1990,42,10/15/90,1353
1990,41,10/8/90,1407
1990,40,10/1/90,1415
1990,39,9/24/90,1400
1990,38,9/17/90,1110
1990,37,9/10/90,1339
1990,36,9/3/90,1282
1990,35,8/27/90,1248
1990,34,8/20/90,1287
1990,33,8/13/90,1287
1990,32,8/6/90,1347
1990,31,7/30/90,1304
1990,30,7/23/90,1395
1990,29,7/16/90,1305
1990,28,7/9/90,1291
1990,27,7/2/90,1338
1990,26,6/25/90,1263
1990,25,6/18/90,1229
1990,24,6/11/90,1288
1990,23,6/4/90,1335
1990,22,5/28/90,1305
1990,21,5/21/90,1201
1990,20,5/14/90,1306
1990,19,5/7/90,1236
1990,18,4/30/90,1214
1990,17,4/23/90,1337
1990,16,4/16/90,1345
1990,15,4/9/90,1118
1990,14,4/2/90,1164
1990,13,3/26/90,1282
1990,12,3/19/90,1252
1990,11,3/12/90,1255
1990,10,3/5/90,1213
1990,9,2/26/90,1242
1990,8,2/19/90,1274
1990,7,2/12/90,1242
1990,6,2/5/90,1201
1990,5,1/29/90,1223
1990,4,1/22/90,1164
1990,3,1/15/90,1156
1990,2,1/8/90,1390
1990,1,1/1/90,1253
1989,52,12/25/89,962
1989,51,12/18/89,1416
1989,50,12/11/89,1103
1989,49,12/4/89,1145
1989,48,11/27/89,1166
1989,47,11/20/89,1212
1989,46,11/13/89,1192
1989,45,11/6/89,1178
1989,44,10/30/89,1167
1989,43,10/23/89,1201
1989,42,10/16/89,1273
1989,41,10/9/89,1276
1989,40,10/2/89,1302
1989,39,9/25/89,1310
1989,38,9/18/89,1103
1989,37,9/11/89,1252
1989,36,9/4/89,1252
1989,35,8/28/89,1163
1989,34,8/21/89,1199
1989,33,8/14/89,1207
1989,32,8/7/89,1226
1989,31,7/31/89,1335
1989,30,7/24/89,1613
1989,29,7/17/89,892
1989,28,7/10/89,1264
1989,27,7/3/89,1203
1989,26,6/26/89,1183
1989,25,6/19/89,1240
1989,24,6/12/89,1194
1989,23,6/5/89,1240
1989,22,5/29/89,1243
1989,21,5/22/89,1138
1989,20,5/15/89,1275
1989,19,5/8/89,1332
1989,18,5/1/89,1154
1989,17,4/24/89,1254
1989,16,4/17/89,1235
1989,15,4/10/89,1228
1989,14,4/3/89,1239
1989,13,3/27/89,1371
1989,12,3/20/89,1024
1989,11,3/13/89,1272
1989,10,3/6/89,1282
1989,9,2/27/89,1169
1989,8,2/20/89,1287
1989,7,2/13/89,1171
1989,6,2/6/89,1158
1989,5,1/30/89,1205
1989,4,1/23/89,1181
1989,3,1/16/89,1241
1989,2,1/9/89,1331
1989,1,1/2/89,1221
1988,52,12/26/88,980
1988,51,12/19/88,1251
1988,50,12/12/88,1227
1988,49,12/5/88,1243
1988,48,11/28/88,1178
1988,47,11/21/88,1173
1988,46,11/14/88,1228
1988,45,11/7/88,1210
1988,44,10/31/88,1186
1988,43,10/24/88,1268
1988,42,10/17/88,1229
1988,41,10/10/88,1391
1988,40,10/3/88,1304
1988,39,9/26/88,1418
1988,38,9/19/88,1210
1988,37,9/12/88,1227
1988,36,9/5/88,1230
1988,35,8/29/88,1193
1988,34,8/22/88,1224
1988,33,8/15/88,1291
1988,32,8/8/88,1315
1988,31,8/1/88,1270
1988,30,7/25/88,1294
1988,29,7/18/88,1261
1988,28,7/11/88,1338
1988,27,7/4/88,1333
1988,26,6/27/88,1262
1988,25,6/20/88,1252
1988,24,6/13/88,1291
1988,23,6/6/88,1343
1988,22,5/30/88,1276
1988,21,5/23/88,1201
1988,20,5/16/88,1331
1988,19,5/9/88,1308
1988,18,5/2/88,1180
1988,17,4/25/88,1310
1988,16,4/18/88,1247
1988,15,4/11/88,1325
1988,14,4/4/88,1433
1988,13,3/28/88,1135
1988,12,3/21/88,1387
1988,11,3/14/88,1304
1988,10,3/7/88,1323
1988,9,2/29/88,1275
1988,8,2/22/88,1322
1988,7,2/15/88,1266
1988,6,2/8/88,1213
1988,5,2/1/88,1280
1988,4,1/25/88,1309
1988,3,1/18/88,1297
1988,2,1/11/88,1395
1988,1,1/4/88,1474
1987,53,12/28/87,1032
1987,52,12/21/87,1048
1987,51,12/14/87,1172
1987,50,12/7/87,1213
1987,49,11/30/87,1192
1987,48,11/23/87,1199
1987,47,11/16/87,1261
1987,46,11/9/87,1174
1987,45,11/2/87,1235
1987,44,10/26/87,1249
1987,43,10/19/87,1342
1987,42,10/12/87,1356
1987,41,10/5/87,1372
1987,40,9/28/87,1357
1987,39,9/21/87,1238
1987,38,9/14/87,1262
1987,37,9/7/87,1252
1987,36,8/31/87,1304
1987,35,8/24/87,1324
1987,34,8/17/87,1301
1987,33,8/10/87,1290
1987,32,8/3/87,1283
1987,31,7/27/87,1357
1987,30,7/20/87,1264
1987,29,7/13/87,1321
1987,28,7/6/87,1298
1987,27,6/29/87,1348
1987,26,6/22/87,1335
1987,25,6/15/87,1344
1987,24,6/8/87,1293
1987,23,6/1/87,1312
1987,22,5/25/87,1341
1987,21,5/18/87,1163
1987,20,5/11/87,1358
1987,19,5/4/87,1192
1987,18,4/27/87,1332
1987,17,4/20/87,1341
1987,16,4/13/87,1101
1987,15,4/6/87,1307
1987,14,3/30/87,1242
1987,13,3/23/87,1319
1987,12,3/16/87,1228
1987,11,3/9/87,1187
1987,10,3/2/87,1244
1987,9,2/23/87,1228
1987,8,2/16/87,1265
1987,7,2/9/87,1270
1987,6,2/2/87,1256
1987,5,1/26/87,1259
1987,4,1/19/87,1483
1987,3,1/12/87,1066
1987,2,1/5/87,1725
1987,1,12/29/86,1014
1986,52,12/22/86,884
1986,51,12/15/86,1211
1986,50,12/8/86,1197
1986,49,12/1/86,1257
1986,48,11/24/86,1245
1986,47,11/17/86,1236
1986,46,11/10/86,1211
1986,45,11/3/86,1292
1986,44,10/27/86,1248
1986,43,10/20/86,1223
1986,42,10/13/86,1291
1986,41,10/6/86,1366
1986,40,9/29/86,1311
1986,39,9/22/86,1300
1986,38,9/15/86,1235
1986,37,9/8/86,1283
1986,36,9/1/86,1272
1986,35,8/25/86,1232
1986,34,8/18/86,1330
1986,33,8/11/86,1237
1986,32,8/4/86,1255
1986,31,7/28/86,1264
1986,30,7/21/86,1273
1986,29,7/14/86,1309
1986,28,7/7/86,1225
1986,27,6/30/86,1286
1986,26,6/23/86,1292
1986,25,6/16/86,1332
1986,24,6/9/86,1314
1986,23,6/2/86,1276
1986,22,5/26/86,1330
1986,21,5/19/86,1127
1986,20,5/12/86,1380
1986,19,5/5/86,1214
1986,18,4/28/86,1314
1986,17,4/21/86,1324
1986,16,4/14/86,1153
1986,15,4/7/86,1316
1986,14,3/31/86,1494
1986,13,3/24/86,1153
1986,12,3/17/86,1315
1986,11,3/10/86,1307
1986,10,3/3/86,1232
1986,9,2/24/86,1225
1986,8,2/17/86,1244
1986,7,2/10/86,1199
1986,6,2/3/86,1187
1986,5,1/27/86,1236
1986,4,1/20/86,1285
1986,3,1/13/86,1167
1986,2,1/6/86,1540
1986,1,12/30/85,1086
1985,52,12/23/85,936
1985,51,12/16/85,1264
1985,50,12/9/85,1192
1985,49,12/2/85,1238
1985,48,11/25/85,1171
1985,47,11/18/85,1278
1985,46,11/11/85,1238
1985,45,11/4/85,1259
1985,44,10/28/85,1291
1985,43,10/21/85,1298
1985,42,10/14/85,1424
1985,41,10/7/85,1403
1985,40,9/30/85,1408
1985,39,9/23/85,1324
1985,38,9/16/85,1311
1985,37,9/9/85,1257
1985,36,9/2/85,1302
1985,35,8/26/85,1262
1985,34,8/19/85,1382
1985,33,8/12/85,1329
1985,32,8/5/85,1321
1985,31,7/29/85,1294
1985,30,7/22/85,1307
1985,29,7/15/85,1280
1985,28,7/8/85,1311
1985,27,7/1/85,1337
1985,26,6/24/85,1290
1985,25,6/17/85,1217
1985,24,6/10/85,1317
1985,23,6/3/85,1338
1985,22,5/27/85,1240
